Order;Lot Area;Street;Neighborhood;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;1st Flr over Lot Area;1st Flr SF;Mo Sold;Yr Sold;Sale Type;Sale Condition;SalePrice
1701;13654;Pave;NridgHt;1Fam;2Story;9;5;2005;2006;0,13;1722;5;2007;WD ;Normal;418000
1702;17169;Pave;NridgHt;1Fam;1Story;10;5;2007;2007;0,13;2290;8;2007;New;Partial;500067
1703;16659;Pave;NridgHt;1Fam;2Story;8;5;2007;2008;0,09;1582;6;2007;New;Partial;260116
1704;9591;Pave;NridgHt;1Fam;2Story;8;5;2004;2005;0,12;1143;10;2007;WD ;Normal;317000
1705;9709;Pave;NridgHt;1Fam;2Story;8;5;2007;2007;0,1;958;9;2007;New;Partial;319500
1706;10562;Pave;NridgHt;1Fam;2Story;8;5;2007;2007;0,15;1610;11;2007;New;Partial;325624
1707;13615;Pave;NridgHt;1Fam;1Story;9;5;2006;2006;0,13;1802;6;2007;WD ;Normal;372000
1708;13069;Pave;NridgHt;1Fam;2Story;8;5;2004;2004;0,13;1718;8;2007;WD ;Normal;342000
1709;12099;Pave;NridgHt;1Fam;2Story;8;5;2004;2004;0,09;1136;6;2007;WD ;Normal;354000
1710;14277;Pave;NridgHt;1Fam;2Story;8;5;2003;2003;0,09;1217;1;2007;WD ;Normal;350000
1711;11999;Pave;NridgHt;1Fam;2Story;8;5;2003;2004;0,1;1234;5;2007;WD ;Normal;285000
1712;12568;Pave;NridgHt;1Fam;2Story;8;5;2007;2007;0,07;895;8;2007;New;Partial;281500
1713;9926;Pave;NridgHt;1Fam;1Story;7;5;2005;2006;0,16;1614;5;2007;WD ;Normal;245700
1714;9254;Pave;NridgHt;1Fam;1Story;8;5;2005;2005;0,19;1721;1;2007;WD ;Normal;232698
1715;10732;Pave;NridgHt;1Fam;2Story;8;5;2006;2007;0,12;1298;2;2007;New;Partial;250000
1716;7577;Pave;NridgHt;TwnhsE;1Story;6;5;2005;2006;0,18;1362;6;2007;WD ;Normal;194700
1717;3901;Pave;NridgHt;Twnhs;1Story;6;5;2005;2006;0,33;1302;8;2007;New;Partial;204000
1718;3903;Pave;NridgHt;Twnhs;1Story;6;5;2005;2006;0,33;1302;5;2007;WD ;Normal;200000
1719;6289;Pave;NridgHt;TwnhsE;1Story;6;5;2005;2006;0,22;1362;6;2007;WD ;Normal;207000
1720;4590;Pave;NridgHt;Twnhs;1Story;8;5;2006;2006;0,34;1554;8;2007;WD ;Normal;209500
1721;4590;Pave;NridgHt;Twnhs;1Story;8;5;2006;2006;0,34;1554;5;2007;CWD;Normal;209500
1722;6442;Pave;NridgHt;TwnhsE;1Story;8;5;2006;2006;0,21;1370;10;2007;WD ;Normal;202500
1723;7841;Pave;NridgHt;TwnhsE;1Story;9;5;2005;2005;0,2;1577;5;2007;WD ;Normal;280000
1724;7313;Pave;NridgHt;TwnhsE;1Story;9;5;2005;2005;0,21;1561;8;2007;WD ;Normal;277500
1725;7820;Pave;NridgHt;TwnhsE;1Story;9;5;2007;2007;0,24;1869;12;2007;New;Partial;318061
1726;6240;Pave;NridgHt;TwnhsE;1Story;8;5;2006;2006;0,21;1324;9;2007;New;Partial;221370
1727;3242;Pave;NridgHt;TwnhsE;1Story;7;5;2003;2003;0,43;1405;3;2007;WD ;Normal;200000
1728;15810;Pave;Gilbert;1Fam;2Story;6;5;2007;2007;0,05;768;5;2007;New;Partial;181755
1729;10237;Pave;Gilbert;1Fam;2Story;6;5;2005;2006;0,08;768;6;2007;WD ;Normal;176000
1730;10237;Pave;Gilbert;1Fam;2Story;6;5;2005;2007;0,08;783;7;2007;New;Partial;178900
1731;13204;Pave;Gilbert;1Fam;2Story;7;5;2006;2007;0,05;608;5;2007;New;Partial;168165
1732;8857;Pave;Gilbert;1Fam;2Story;6;5;2006;2006;0,08;738;3;2007;New;Partial;171925
1733;9729;Pave;Gilbert;1Fam;2Story;6;5;2006;2007;0,07;698;6;2007;New;Partial;198444
1734;12216;Pave;Gilbert;1Fam;1Story;6;5;2005;2005;0,11;1326;6;2007;WD ;Normal;203000
1735;9018;Pave;Gilbert;1Fam;2Story;7;5;2007;2007;0,08;728;7;2007;New;Partial;179540
1736;8993;Pave;Gilbert;1Fam;1Story;7;5;2007;2007;0,14;1302;8;2007;New;Partial;176485
1737;8899;Pave;Gilbert;1Fam;1Story;7;5;2007;2007;0,15;1340;8;2007;New;Partial;181134
1738;8499;Pave;Gilbert;1Fam;2Story;6;5;2006;2007;0,07;616;3;2007;New;Partial;156932
1739;8229;Pave;Gilbert;1Fam;2Story;6;5;2007;2007;0,09;752;12;2007;New;Partial;166000
1740;7713;Pave;Gilbert;1Fam;2Story;7;5;2007;2007;0,09;728;7;2007;New;Partial;177594
1741;7697;Pave;Gilbert;1Fam;1Story;7;6;2007;2007;0,16;1258;8;2007;New;Partial;173500
1742;3922;Pave;Blmngtn;TwnhsE;1Story;7;5;2006;2007;0,32;1258;6;2007;New;Partial;172500
1743;3922;Pave;Blmngtn;TwnhsE;1Story;7;5;2006;2007;0,36;1402;2;2007;New;Partial;194201
1744;3621;Pave;Blmngtn;TwnhsE;1Story;8;5;2003;2003;0,44;1589;11;2007;WD ;Normal;226500
1745;3710;Pave;Blmngtn;1Fam;1Story;7;5;2007;2007;0,34;1266;8;2007;New;Partial;185485
1746;14572;Pave;Gilbert;1Fam;1Story;7;5;2004;2004;0,1;1530;11;2007;WD ;Family;259000
1747;16219;Pave;Gilbert;1Fam;SLvl;7;5;2004;2005;0,07;1119;4;2007;WD ;Normal;188500
1748;11084;Pave;Gilbert;1Fam;SLvl;7;5;2004;2004;0,07;744;6;2007;WD ;Family;175000
1749;11796;Pave;Gilbert;1Fam;2Story;7;5;2004;2005;0,07;847;7;2007;WD ;Normal;215000
1750;10936;Pave;Gilbert;1Fam;1Story;7;5;2006;2006;0,14;1525;4;2007;New;Partial;206580
1751;8244;Pave;Gilbert;1Fam;2Story;7;5;2004;2004;0,1;840;5;2007;WD ;Normal;183500
1752;11950;Pave;Gilbert;1Fam;SLvl;7;5;2003;2003;0,06;754;10;2007;WD ;Normal;165500
1753;7875;Pave;Gilbert;1Fam;2Story;7;5;2003;2003;0,11;847;7;2007;WD ;Normal;211000
1754;8063;Pave;Gilbert;1Fam;2Story;6;5;2000;2000;0,12;948;11;2007;WD ;Abnorml;181000
1755;8740;Pave;Gilbert;1Fam;2Story;7;5;2002;2002;0,1;864;7;2007;WD ;Normal;219500
1756;7917;Pave;Gilbert;1Fam;2Story;6;5;1999;2000;0,12;953;8;2007;WD ;Normal;175000
1757;9967;Pave;Gilbert;1Fam;SLvl;7;5;2000;2000;0,08;774;12;2007;WD ;Normal;170000
1758;7750;Pave;Gilbert;1Fam;2Story;7;5;2003;2003;0,09;660;8;2007;WD ;Normal;162000
1759;9487;Pave;Gilbert;1Fam;2Story;6;5;2000;2000;0,1;940;6;2007;WD ;Normal;187000
1760;9649;Pave;Gilbert;1Fam;2Story;6;5;1999;2000;0,1;961;5;2007;WD ;Normal;185000
1761;15623;Pave;NoRidge;1Fam;2Story;10;5;1996;1996;0,15;2411;7;2007;WD ;Abnorml;745000
1762;12191;Pave;NoRidge;1Fam;2Story;8;5;1997;1998;0,15;1779;6;2007;WD ;Normal;384500
1763;11000;Pave;NoRidge;1Fam;2Story;8;5;2000;2000;0,09;997;6;2007;WD ;Normal;248000
1764;11400;Pave;NoRidge;1Fam;1Story;10;5;2001;2002;0,23;2633;3;2007;WD ;Normal;466500
1765;10557;Pave;NoRidge;1Fam;2Story;9;5;1998;1998;0,16;1671;7;2007;WD ;Normal;410000
1766;11002;Pave;NoRidge;1Fam;2Story;8;5;1998;1999;0,13;1411;1;2007;WD ;Normal;322500
1767;10790;Pave;NoRidge;1Fam;2Story;7;5;1998;1998;0,1;1108;5;2007;WD ;Normal;252000
1768;21535;Pave;NoRidge;1Fam;2Story;10;6;1994;1995;0,11;2444;1;2007;WD ;Normal;755000
1769;9920;Pave;NoRidge;1Fam;2Story;7;5;1996;1997;0,11;1127;6;2007;WD ;Normal;269790
1770;11787;Pave;NoRidge;1Fam;2Story;7;5;1996;1997;0,12;1383;8;2007;WD ;Normal;315750
1771;9950;Pave;NoRidge;1Fam;2Story;7;5;1995;1995;0,12;1214;6;2007;WD ;Abnorml;290000
1772;12257;Pave;NoRidge;1Fam;2Story;8;5;1995;1995;0,11;1328;11;2007;WD ;Normal;290000
1773;12692;Pave;NoRidge;1Fam;1Story;8;5;1992;1993;0,25;3228;5;2007;WD ;Normal;430000
1774;11762;Pave;NoRidge;1Fam;2Story;8;5;1992;1993;0,09;1105;9;2007;WD ;Normal;263000
1775;9044;Pave;NoRidge;1Fam;2Story;8;5;1996;1997;0,15;1335;5;2007;WD ;Normal;330000
1776;9910;Pave;Somerst;1Fam;1Story;7;6;2007;2007;0,14;1369;9;2007;New;Partial;213133
1777;11830;Pave;Somerst;1Fam;1Story;8;5;2007;2007;0,13;1542;7;2007;New;Partial;260261
1778;11670;Pave;Somerst;1Fam;1Story;9;5;2006;2006;0,16;1905;3;2007;WD ;Normal;320000
1779;15256;Pave;Somerst;1Fam;1Story;8;5;2007;2007;0,1;1464;8;2007;WD ;Normal;282922
1780;10612;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,14;1534;1;2007;WD ;Family;215000
1781;12291;Pave;Somerst;1Fam;1Story;10;5;2007;2007;0,16;1966;10;2007;New;Partial;419005
1782;13501;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,12;1636;6;2007;WD ;Normal;255000
1783;9986;Pave;Somerst;1Fam;1Story;8;5;2006;2007;0,18;1795;2;2007;New;Partial;147000
1784;9965;Pave;Somerst;1Fam;1Story;7;5;2007;2007;0,15;1528;9;2007;New;Partial;235876
1785;9416;Pave;Somerst;1Fam;1Story;7;5;2007;2007;0,18;1726;9;2007;New;Partial;311872
1786;9849;Pave;Somerst;1Fam;1Story;7;6;2007;2007;0,17;1689;6;2007;New;Partial;248328
1787;10000;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,16;1588;12;2007;WD ;Normal;227000
1788;8847;Pave;Somerst;1Fam;1Story;8;5;2005;2005;0,17;1538;12;2007;WD ;Normal;260000
1789;9158;Pave;Somerst;1Fam;1Story;8;5;2007;2007;0,16;1496;6;2007;New;Partial;225000
1790;8251;Pave;Somerst;1Fam;1Story;7;5;2005;2006;0,18;1506;4;2007;WD ;Normal;249000
1791;10084;Pave;Somerst;1Fam;1Story;8;5;2004;2005;0,17;1694;8;2007;WD ;Normal;307000
1792;9605;Pave;Somerst;1Fam;2Story;7;5;2006;2006;0,1;982;7;2007;WD ;Family;250000
1793;8778;Pave;Somerst;1Fam;2Story;8;5;2006;2006;0,15;1302;3;2007;WD ;Normal;221300
1794;8640;Pave;Somerst;1Fam;1Story;8;5;2007;2007;0,15;1338;11;2007;New;Partial;208900
1795;9000;Pave;Somerst;1Fam;1Story;7;5;2006;2007;0,15;1335;6;2007;New;Partial;210400
1796;8640;Pave;Somerst;1Fam;2Story;8;5;2007;2007;0,1;896;11;2007;New;Partial;255000
1797;10411;Pave;Somerst;1Fam;2Story;5;5;2007;2007;0,07;725;7;2007;New;Partial;212109
1798;9000;Pave;Somerst;1Fam;2Story;8;5;2006;2006;0,12;1088;12;2007;WD ;Normal;270000
1799;9000;Pave;Somerst;1Fam;2Story;8;5;2007;2007;0,13;1184;8;2007;New;Partial;303477
1800;12217;Pave;Somerst;1Fam;2Story;8;5;2007;2007;0,08;955;12;2007;New;Partial;310013
1801;11096;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,15;1656;7;2007;WD ;Normal;249700
1802;10207;Pave;Somerst;1Fam;2Story;7;6;2007;2007;0,09;874;8;2007;New;Partial;227875
1803;10440;Pave;Somerst;1Fam;1Story;8;5;2007;2007;0,15;1584;5;2007;New;Partial;261329
1804;11824;Pave;Somerst;1Fam;1Story;8;5;2006;2006;0,14;1685;4;2007;WD ;Normal;253000
1805;10625;Pave;Somerst;1Fam;2Story;6;5;2004;2004;0,11;1158;6;2007;WD ;Normal;265000
1806;11143;Pave;Somerst;1Fam;2Story;8;5;2004;2005;0,14;1580;12;2007;WD ;Normal;340000
1807;7500;Pave;SawyerW;1Fam;1Story;6;5;2006;2007;0,15;1100;6;2007;New;Partial;146000
1808;7500;Pave;SawyerW;1Fam;1Story;7;5;2006;2006;0,15;1143;10;2007;WD ;Normal;147000
1809;12450;Pave;SawyerW;1Fam;1Story;5;5;2003;2004;0,09;1094;5;2007;WD ;Normal;149000
1810;7441;Pave;SawyerW;1Fam;1Story;7;5;2006;2006;0,2;1486;6;2007;WD ;Normal;181000
1811;8462;Pave;SawyerW;1Fam;2Story;6;5;1994;1994;0,11;936;7;2007;WD ;Normal;201000
1812;11613;Pave;SawyerW;1Fam;2Story;6;5;1993;1997;0,08;920;5;2007;WD ;Normal;191750
1813;8450;Pave;SawyerW;1Fam;1Story;7;5;2000;2001;0,16;1349;12;2007;WD ;Normal;179000
1814;16196;Pave;SawyerW;1Fam;1Story;7;5;1998;1998;0,09;1494;8;2007;WD ;Normal;215000
1815;8012;Pave;SawyerW;TwnhsE;1Story;6;5;1992;1992;0,2;1575;7;2007;WD ;Normal;179200
1816;8012;Pave;SawyerW;TwnhsE;2Story;6;5;1980;1980;0,08;630;7;2007;WD ;Normal;128000
1817;9180;Pave;SawyerW;1Fam;SFoyer;5;7;1983;1983;0,1;884;12;2007;WD ;Normal;144000
1818;8400;Pave;SawyerW;Duplex;1Story;5;5;1977;1977;0,24;2020;10;2007;WD ;Normal;144000
1819;6285;Pave;Sawyer;1Fam;1Story;5;5;1977;1977;0,14;894;3;2007;WD ;Normal;120750
1820;8480;Pave;Sawyer;1Fam;1Story;5;6;1963;1963;0,11;970;7;2007;WD ;Normal;132500
1821;7420;Pave;Sawyer;1Fam;1Story;5;5;1962;1962;0,14;1057;4;2007;WD ;Normal;132000
1822;7758;Pave;Sawyer;1Fam;1Story;5;7;1962;2001;0,13;999;3;2007;WD ;Normal;132500
1823;6970;Pave;Sawyer;1Fam;1Story;4;5;1961;1961;0,16;1120;5;2007;WD ;Normal;129000
1824;13673;Pave;Sawyer;1Fam;1Story;5;5;1962;1962;0,12;1696;3;2007;WD ;Normal;143900
1825;7476;Pave;Sawyer;1Fam;1Story;5;7;1968;1968;0,14;1040;6;2007;WD ;Normal;145000
1826;9945;Pave;Sawyer;1Fam;1Story;5;5;1961;1961;0,1;988;10;2007;WD ;Normal;128500
1827;6173;Pave;Sawyer;1Fam;1Story;5;6;1967;1967;0,15;902;8;2007;WD ;Normal;125500
1828;19522;Pave;Veenker;1Fam;2Story;7;5;1990;1990;0,07;1271;2;2007;WD ;Normal;300000
1829;17542;Pave;Veenker;1Fam;2Story;7;7;1974;2003;0,09;1516;7;2007;WD ;Normal;294000
1830;10751;Pave;Sawyer;1Fam;1Story;5;5;1974;1974;0,1;1037;8;2007;WD ;Normal;129000
1831;16647;Pave;Sawyer;1Fam;SFoyer;5;5;1975;1981;0,1;1701;1;2007;WD ;Normal;171000
1832;12712;Pave;Sawyer;1Fam;1Story;6;7;1973;2006;0,08;1055;1;2007;WD ;Abnorml;147000
1833;9572;Pave;NoRidge;1Fam;2Story;8;5;1990;1990;0,15;1453;6;2007;WD ;Normal;302000
1834;10678;Pave;NoRidge;1Fam;1.5Fin;8;5;1992;2000;0,2;2129;4;2007;WD ;Normal;285000
1835;4379;Pave;Somerst;TwnhsE;1Story;8;5;2004;2004;0,31;1378;7;2007;WD ;Normal;214000
1836;3523;Pave;Somerst;TwnhsE;1Story;8;5;2006;2007;0,33;1151;2;2007;New;Partial;166000
1837;3784;Pave;Somerst;TwnhsE;1Story;8;5;2006;2007;0,41;1565;2;2007;New;Partial;193800
1838;4230;Pave;Somerst;TwnhsE;1Story;7;5;2006;2007;0,32;1352;4;2007;New;Partial;208900
1839;3606;Pave;Somerst;TwnhsE;1Story;7;5;2006;2007;0,37;1352;8;2007;New;Partial;194000
1840;5330;Pave;Somerst;TwnhsE;1Story;8;5;2006;2007;0,29;1550;7;2007;New;Partial;207500
1841;4274;Pave;Somerst;TwnhsE;1Story;7;5;2006;2007;0,29;1241;11;2007;New;Partial;199900
1842;4251;Pave;Somerst;TwnhsE;2Story;7;5;2006;2007;0,15;625;6;2007;New;Partial;164700
1843;2280;Pave;Somerst;Twnhs;2Story;6;5;1999;1999;0,33;757;9;2007;WD ;Normal;176500
1844;3230;Pave;Somerst;TwnhsE;2Story;6;5;1999;1999;0,23;729;6;2007;WD ;Normal;176000
1845;2117;Pave;Somerst;TwnhsE;2Story;6;5;2000;2000;0,36;756;6;2007;WD ;Normal;168500
1846;2117;Pave;Somerst;Twnhs;2Story;6;5;2000;2000;0,36;769;9;2007;WD ;Normal;177000
1847;2117;Pave;Somerst;Twnhs;2Story;6;5;2000;2000;0,36;769;6;2007;WD ;Normal;177000
1848;5105;Pave;Somerst;TwnhsE;2Story;7;5;2004;2004;0,11;551;3;2007;WD ;Normal;148800
1849;2645;Pave;Somerst;Twnhs;2Story;8;5;1999;2000;0,29;764;11;2007;WD ;Normal;174000
1850;7399;Pave;Somerst;1Fam;2Story;7;5;1997;1998;0,13;975;6;2007;WD ;Normal;239000
1851;7321;Pave;Somerst;1Fam;1Story;7;5;1999;2000;0,19;1358;12;2007;COD;Normal;204000
1852;8010;Pave;Somerst;1Fam;2Story;8;5;2003;2004;0,13;1072;8;2007;WD ;Normal;301000
1853;8413;Pave;Somerst;1Fam;2Story;8;5;1998;1998;0,15;1220;6;2007;WD ;Normal;312500
1854;9466;Pave;Veenker;TwnhsE;1Story;8;5;1994;1995;0,16;1494;5;2007;WD ;Normal;279700
1855;12000;Pave;Veenker;1Fam;1Story;7;6;1980;1980;0,2;2362;3;2007;WD ;Normal;255000
1856;16157;Pave;Veenker;1Fam;SLvl;5;7;1978;1978;0,09;1432;6;2007;WD ;Normal;194000
1857;10768;Pave;Veenker;1Fam;1Story;5;8;1976;2004;0,13;1437;7;2007;WD ;Normal;218000
1858;3840;Pave;Greens;TwnhsE;1Story;8;6;1978;1998;0,34;1295;7;2007;WD ;Normal;213750
1859;9600;Pave;Veenker;1Fam;SLvl;6;7;1976;1994;0,11;1094;8;2007;WD ;Normal;187000
1860;9600;Pave;Veenker;1Fam;1Story;6;8;1976;1976;0,13;1262;5;2007;WD ;Normal;181500
1861;17778;Pave;Veenker;1Fam;1Story;8;5;1981;1981;0,14;2497;3;2007;WD ;Normal;373000
1862;18890;Pave;Sawyer;Duplex;1.5Fin;5;5;1977;1977;0,07;1361;8;2007;WD ;Normal;190000
1863;7050;Pave;Somerst;1Fam;2Story;7;5;2001;2001;0,15;1057;5;2007;WD ;Normal;226000
1864;11700;Pave;NWAmes;1Fam;1Story;6;6;1968;1968;0,1;1152;9;2007;CWD;Normal;143450
1865;8000;Pave;NWAmes;1Fam;2Story;6;6;1970;1970;0,18;1403;6;2007;WD ;Normal;240050
1866;8723;Pave;NWAmes;1Fam;SFoyer;6;6;1969;1969;0,12;1082;1;2007;WD ;Normal;162500
1867;11700;Pave;NWAmes;1Fam;1Story;6;5;1968;1968;0,11;1295;4;2007;WD ;Normal;164000
1868;11358;Pave;NWAmes;1Fam;1Story;7;7;1972;1987;0,14;1610;5;2007;WD ;Normal;185000
1869;9547;Pave;NWAmes;1Fam;1Story;7;6;1993;1993;0,17;1594;7;2007;WD ;Normal;188500
1870;10530;Pave;NWAmes;1Fam;2Story;7;6;1993;1993;0,1;1091;8;2007;WD ;Normal;255000
1871;11500;Pave;NWAmes;Duplex;1Story;5;6;1976;1976;0,15;1680;6;2007;WD ;Normal;136905
1872;10738;Pave;NWAmes;1Fam;1Story;6;7;1966;1966;0,1;1093;11;2007;WD ;Normal;158500
1873;9600;Pave;NWAmes;1Fam;1Story;7;6;1973;1973;0,13;1242;9;2007;WD ;Normal;175500
1874;10800;Pave;NWAmes;1Fam;1Story;6;5;1963;1963;0,1;1052;2;2007;COD;Normal;127000
1875;8050;Pave;NAmes;1Fam;1Story;5;6;1967;1993;0,14;1107;3;2007;WD ;Normal;127000
1876;10355;Pave;NAmes;1Fam;1Story;5;5;1967;1967;0,12;1214;7;2007;WD ;Normal;143000
1877;10289;Pave;NAmes;1Fam;1Story;5;7;1965;1965;0,1;1073;6;2007;WD ;Normal;156000
1878;9503;Pave;NAmes;1Fam;1Story;5;5;1958;1983;0,14;1344;6;2007;WD ;Normal;144000
1879;10624;Pave;NAmes;Duplex;1Story;5;4;1964;1964;0,16;1728;11;2007;WD ;Normal;119000
1880;10899;Pave;NAmes;Duplex;1Story;4;5;1964;1964;0,11;1224;4;2007;WD ;Normal;103000
1881;12342;Pave;NAmes;1Fam;1Story;5;5;1960;1978;0,12;1422;8;2007;WD ;Normal;139900
1882;12772;Pave;NAmes;1Fam;1Story;6;8;1960;1998;0,08;958;4;2007;WD ;Normal;151500
1883;8892;Pave;NAmes;1Fam;1Story;5;5;1960;1960;0,12;1065;7;2007;COD;Normal;126500
1884;10482;Pave;NAmes;1Fam;SLvl;6;8;1958;1958;0,11;1138;6;2007;WD ;Normal;145000
1885;7535;Pave;NAmes;1Fam;1Story;5;7;1958;1985;0,12;912;6;2007;WD ;Normal;120000
1886;7450;Pave;NAmes;1Fam;1Story;5;5;1956;1956;0,14;1074;1;2007;WD ;Normal;124000
1887;8339;Pave;NAmes;1Fam;1Story;5;7;1959;1959;0,11;882;7;2007;WD ;Normal;106500
1888;14357;Pave;NAmes;1Fam;1Story;5;5;1961;1961;0,08;1187;8;2007;CWD;Normal;140500
1889;8243;Pave;NAmes;1Fam;1Story;5;7;1961;1961;0,12;964;2;2007;WD ;Normal;137500
1890;8680;Pave;NAmes;1Fam;1Story;5;7;1960;1960;0,1;894;1;2007;WD ;Normal;117600
1891;8800;Pave;NAmes;1Fam;1Story;7;6;1966;1966;0,14;1200;10;2007;CWD;Normal;163500
1892;9200;Pave;NAmes;1Fam;SLvl;6;5;1965;1965;0,11;1042;5;2007;WD ;Normal;161000
1893;9350;Pave;NAmes;1Fam;SLvl;6;7;1964;1991;0,14;1302;10;2007;CWD;Normal;158000
1894;8800;Pave;NAmes;1Fam;2Story;6;7;1964;1997;0,1;845;7;2007;WD ;Normal;224500
1895;11382;Pave;NAmes;1Fam;1Story;6;5;1964;1964;0,12;1374;8;2007;WD ;Normal;147000
1896;22002;Pave;NAmes;1Fam;1Story;6;7;1959;1991;0,08;1652;7;2007;WD ;Normal;200000
1897;14585;Pave;NAmes;1Fam;1Story;6;6;1960;1987;0,1;1429;6;2007;WD ;Normal;181900
1898;7388;Pave;NAmes;1Fam;1Story;5;6;1959;2002;0,18;1327;7;2007;WD ;Normal;150750
1899;9842;Pave;NAmes;Duplex;1Story;4;5;1962;1962;0,12;1224;3;2007;WD ;Normal;101800
1900;8280;Pave;NAmes;1Fam;1Story;6;5;1950;1950;0,11;932;11;2007;WD ;Normal;124000
1901;12172;Pave;NAmes;1Fam;1.5Unf;5;7;1940;1996;0,07;908;10;2007;WD ;Normal;138500
1902;5000;Pave;BrkSide;1Fam;1Story;1;3;1946;1950;0,07;334;1;2007;WD ;Normal;39300
1903;5000;Pave;BrkSide;1Fam;1Story;3;3;1946;1950;0,13;666;4;2007;WD ;Normal;64500
1904;3500;Pave;BrkSide;1Fam;1.5Fin;3;5;1945;1950;0,13;442;7;2007;WD ;Normal;64000
1905;5175;Pave;BrkSide;1Fam;1Story;5;8;1958;2000;0,16;808;7;2007;COD;Normal;112000
1906;9500;Pave;NAmes;1Fam;2Story;6;6;1964;1978;0,12;1127;6;2007;WD ;Normal;165000
1907;9600;Pave;NAmes;1Fam;1Story;5;6;1955;1955;0,12;1150;10;2007;WD ;Normal;144000
1908;11345;Pave;NAmes;Duplex;2Story;5;5;1948;1950;0,08;928;7;2007;WD ;Normal;137000
1909;9492;Pave;NAmes;1Fam;1.5Fin;5;5;1941;1950;0,1;968;4;2007;WD ;Normal;105000
1910;9480;Pave;NAmes;1Fam;2Story;5;7;1942;1995;0,09;888;6;2007;WD ;Normal;146500
1911;8668;Pave;NAmes;Duplex;1Story;5;5;1968;1968;0,18;1560;5;2007;WD ;Normal;126000
1912;10050;Pave;NAmes;1Fam;SFoyer;5;6;1966;1966;0,13;1280;6;2007;WD ;Normal;175000
1913;9600;Pave;NAmes;1Fam;SLvl;6;5;1961;1961;0,13;1254;5;2007;WD ;Normal;158500
1914;10150;Pave;NAmes;1Fam;1Story;5;5;1958;1958;0,09;912;7;2007;COD;Normal;114500
1915;11344;Pave;NAmes;1Fam;1.5Fin;5;5;1958;1958;0,08;874;7;2007;WD ;Normal;144000
1916;18450;Pave;NAmes;1Fam;2Story;6;5;1965;1979;0,08;1465;8;2007;WD ;Abnorml;129000
1917;8760;Pave;NAmes;1Fam;1Story;6;7;1957;1999;0,11;936;9;2007;WD ;Normal;141000
1918;6860;Pave;NAmes;1Fam;1Story;5;6;1956;1956;0,15;1008;12;2007;WD ;Normal;131000
1919;8250;Pave;NAmes;1Fam;1Story;5;7;1963;1963;0,13;1053;7;2007;WD ;Normal;142100
1920;8176;Pave;NAmes;1Fam;1Story;5;6;1958;1992;0,13;1056;8;2007;WD ;Normal;139000
1921;9750;Pave;NAmes;1Fam;1Story;6;6;1958;1958;0,15;1442;4;2007;COD;Normal;157900
1922;9250;Pave;NAmes;1Fam;1Story;5;7;1954;2005;0,11;1056;7;2007;WD ;Normal;139400
1923;11988;Pave;NAmes;1Fam;1Story;6;6;1957;1957;0,1;1244;5;2007;WD ;Normal;150000
1924;9100;Pave;NAmes;1Fam;1Story;5;5;1960;1960;0,13;1144;6;2007;WD ;Normal;120000
1925;9736;Pave;NAmes;1Fam;1Story;6;6;1957;1969;0,18;1721;4;2007;WD ;Normal;174850
1926;9770;Pave;NAmes;1Fam;1Story;5;5;1957;1957;0,09;922;4;2007;WD ;Normal;116000
1927;10152;Pave;NAmes;1Fam;1Story;5;5;1956;1956;0,1;1048;6;2007;WD ;Normal;135000
1928;12155;Pave;NAmes;1Fam;1Story;6;3;1970;1970;0,14;1657;3;2007;WD ;Normal;163500
1929;12198;Pave;NAmes;1Fam;1Story;5;6;1955;1975;0,12;1411;6;2007;COD;Normal;130000
1930;10050;Pave;NAmes;1Fam;1Story;5;5;1955;1955;0,12;1216;8;2007;WD ;Normal;129500
1931;11556;Pave;NAmes;1Fam;1Story;5;9;1953;2006;0,1;1154;7;2007;WD ;Normal;142000
1932;8078;Pave;NAmes;Duplex;1Story;5;5;1958;1958;0,19;1560;12;2007;WD ;Normal;128600
1933;10950;Pave;NAmes;1Fam;1Story;6;6;1952;1952;0,09;948;4;2007;WD ;Normal;125000
1934;7942;Pave;NAmes;1Fam;1Story;6;7;1953;1953;0,13;1040;6;2007;WD ;Normal;136000
1935;8923;Pave;NAmes;1Fam;1Story;5;7;1953;2006;0,11;1008;5;2007;WD ;Normal;134500
1936;8540;Pave;NAmes;1Fam;1Story;5;8;1956;2003;0,11;925;6;2007;WD ;Normal;127000
1937;7134;Pave;NAmes;1Fam;SLvl;5;5;1955;1955;0,19;1360;2;2007;WD ;Normal;130000
1938;7150;Pave;NAmes;1Fam;1.5Fin;4;4;1955;1955;0,15;1040;8;2007;WD ;Normal;115000
1939;8400;Pave;NAmes;1Fam;1Story;5;5;1955;1955;0,11;925;3;2007;WD ;Normal;116900
1940;13300;Pave;NAmes;1Fam;1Story;5;7;1956;2000;0,07;928;6;2007;WD ;Normal;132000
1941;9532;Pave;NAmes;1Fam;1Story;4;6;1953;1953;0,17;1647;2;2007;WD ;Normal;153000
1942;15783;Pave;OldTown;1Fam;1Story;5;5;1952;1952;0,06;924;6;2007;WD ;Normal;112500
